,Strain,Type,Rating,Effects
2116,Tangie-Sunrise,hybrid,0.0,"Tingly,Uplifted,Euphoric,Happy,Relaxed"
2117,Tangier-Chilly,hybrid,5.0,"Talkative,Uplifted,Creative,Energetic,Giggly"
2118,Tangilope,sativa,4.6,"Happy,Uplifted,Energetic,Talkative,Creative"
2119,Tango-Kush,hybrid,4.3,"Energetic,Focused,Uplifted,Euphoric,Happy"
2120,Tardis,sativa,5.0,"Talkative,Creative,Euphoric,Focused,Aroused"
2121,Tembo-Kush,hybrid,4.5,"Happy,Euphoric,Creative,Relaxed,Focused"
2122,Terminator-Og,indica,4.7,"Relaxed,Happy,Sleepy,Creative,Euphoric"
2123,Tesla,hybrid,4.7,"Uplifted,Relaxed,Happy,Euphoric,Giggly"
2124,Tesla-Tower,sativa,4.8,"Tingly,Uplifted,Relaxed,Creative,Energetic"
2125,Thai,sativa,4.2,"Happy,Relaxed,Focused,Uplifted,Energetic"
2126,Thai-Girl,hybrid,4.0,"Euphoric,Relaxed,Energetic,Focused,Tingly"
2127,Thai-Haze,sativa,4.3,"Creative,Energetic,Happy,Aroused,Euphoric"
2128,Thai-Lights,hybrid,4.7,"Uplifted,Happy,Euphoric,Relaxed,Energetic"
2129,Thai-Tanic,sativa,4.0,"Energetic,Uplifted,Happy,Focused,Euphoric"
2130,Thaidal-Wave,hybrid,3.8,"Uplifted,Euphoric,Creative,Energetic,Focused"
2131,The-Big-Dirty,hybrid,5.0,"Uplifted,Hungry,Relaxed"
2132,The-Black,indica,4.4,"Relaxed,Happy,Sleepy,Uplifted,Euphoric"
2133,The-Blintz,hybrid,5.0,"Uplifted,Creative,Energetic,Focused,Happy"
2134,The-Blood,sativa,4.6,"Uplifted,Aroused,Creative,Energetic,Euphoric"
2135,The-Brotherhood,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry"
2136,The-Cough,sativa,4.5,"Uplifted,Euphoric,Energetic,Focused,Giggly"
2137,The-Doctor,indica,4.4,"Euphoric,Happy,Sleepy,Aroused,Energetic"
2138,The-Flav,hybrid,4.2,"Euphoric,Relaxed,Happy,Sleepy,Energetic"
2139,The-Fork,sativa,0.0,None
2140,The-Gift,hybrid,5.0,"Uplifted,Relaxed"
2141,The-Grunk,hybrid,4.6,"Euphoric,Happy,Uplifted,Relaxed,Tingly"
2142,Hog,indica,4.0,"Giggly,Sleepy,Relaxed,Euphoric,Happy"
2143,The-Loops,indica,5.0,"Euphoric,Giggly,Happy,Relaxed,Sleepy"
2144,The-Ox,indica,4.8,"Relaxed,Hungry,Euphoric,Happy,Uplifted"
2145,The-One,hybrid,4.9,"Happy,Giggly,Euphoric,Relaxed,Tingly"
2146,The-Ooze,indica,5.0,"Tingly,Uplifted,Creative,Euphoric,Focused"
2147,The-Sauce,hybrid,4.8,"Happy,Uplifted,Relaxed,Euphoric,Creative"
2148,The-Sheriff,hybrid,4.0,"Sleepy,Uplifted,Relaxed"
2149,The-Sister,indica,4.3,"Relaxed,Uplifted,Creative,Euphoric,Focused"
2150,The-Third-Dimension,hybrid,4.5,"Uplifted,Happy,Energetic,Euphoric,Creative"
2151,The-Truth,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Happy,Sleepy"
2152,The-Void,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Sleepy"
2153,The-White,hybrid,4.6,"Relaxed,Euphoric,Happy,Creative,Uplifted"
2154,The-White-Angel,hybrid,4.2,"Aroused,Relaxed"
2155,The-Wife,hybrid,4.9,"Relaxed,Uplifted,Happy,Tingly,Euphoric"
2156,The-Wills,hybrid,0.0,"Talkative,Tingly,Uplifted,Creative,Euphoric"
2157,Thelonious-Skunk,hybrid,4.8,"Euphoric,Happy,Relaxed,Uplifted,Energetic"
2158,Thin-Mint,hybrid,4.6,"Relaxed,Euphoric,Happy,Uplifted,Hungry"
2159,Think-Different,hybrid,4.3,"Happy,Energetic,Creative,Focused,Uplifted"
2160,Thors-Hammer,sativa,4.3,"Euphoric,Creative,Energetic,Happy,Aroused"
2161,Throwback-Kush,indica,4.3,"Hungry,Relaxed,Sleepy,Happy"
2162,Thunderbird-Rose,sativa,4.8,"Euphoric,Uplifted,Relaxed,Focused,Happy"
2163,Thunderstruck,sativa,4.9,"Relaxed,Uplifted,Creative,Focused,Talkative"
2164,Tickle-Kush,hybrid,4.3,"Happy,Uplifted,Creative,Euphoric,Sleepy"
2165,Tiger-Woods,hybrid,4.1,"Relaxed,Giggly,Hungry,Creative,Energetic"
2166,Tigers-Milk,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Uplifted"
2167,Tigermelon,indica,3.0,"Happy,Creative,Relaxed"
2168,Tillamook-Strawberry,hybrid,4.7,"Happy,Relaxed,Focused,Euphoric,Energetic"
2169,Timewreck,sativa,4.4,"Euphoric,Happy,Uplifted,Talkative,Giggly"
2170,Tina-Danza,hybrid,4.6,"Happy,Euphoric,Relaxed,Sleepy,Creative"
2171,Titans-Haze,sativa,4.3,"Happy,Tingly,Energetic,Euphoric,Talkative"
2172,Tokyo-Og,hybrid,4.6,"Euphoric,Relaxed,Happy,Uplifted,Sleepy"
2173,Tommys-Home-Grown,hybrid,4.0,"Energetic,Relaxed,Uplifted,Creative,Focused"
2174,Tonics-Web,indica,0.0,None
2175,Tora-Bora,indica,4.5,"Happy,Relaxed,Sleepy,Euphoric,Creative"
2176,Toxic,hybrid,4.5,"Sleepy,Focused,Happy,Relaxed,Energetic"
2177,Toxic-Punch,hybrid,4.1,"Happy,Hungry,Relaxed,Energetic,Uplifted"
2178,Training-Day,indica,4.5,"Relaxed,Euphoric,Tingly,Happy,Sleepy"
2179,Trainwreck,hybrid,4.2,"Happy,Euphoric,Relaxed,Uplifted,Creative"
2180,Tranquil-Elephantizer-Remix,indica,4.3,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
2181,Transformer,hybrid,4.0,"Sleepy,Tingly,Uplifted,Creative,Energetic"
2182,Trash,hybrid,4.7,"Relaxed,Happy,Uplifted,Euphoric,Focused"
2183,Travel-Joint,hybrid,4.5,"Relaxed,Focused,Aroused,Uplifted,Energetic"
2184,Treasure-Island,hybrid,4.7,"Focused,Relaxed,Uplifted,Energetic,Happy"
2185,Tree-Of-Life,hybrid,4.9,"Happy,Creative,Relaxed,Uplifted,Euphoric"
2186,Tres-Dawg,hybrid,4.5,"Relaxed,Sleepy,Happy,Uplifted,Energetic"
2187,Triangle-Kush,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Creative"
2188,Trident,hybrid,4.3,"Relaxed,Happy,Uplifted,Focused,Tingly"
2189,Trifecta,hybrid,4.4,"Tingly,Sleepy,Hungry,Happy,Uplifted"
2190,Trinity,sativa,4.3,"Happy,Uplifted,Euphoric,Relaxed,Aroused"
2191,Triple-Cheese,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Tingly"
2192,Triple-Diesel,sativa,4.2,"Relaxed,Focused,Sleepy,Euphoric,Happy"
2193,Trix,sativa,4.9,"Uplifted,Energetic,Focused,Relaxed,Tingly"
2194,Tropic-Thunder,hybrid,4.6,"Happy,Uplifted,Energetic,Creative,Relaxed"
2195,Tropical-Tang,hybrid,4.5,"Happy,Focused,Relaxed,Euphoric,Creative"
2196,Tropicali,hybrid,4.4,"Euphoric,Uplifted,Relaxed,Energetic,Happy"
2197,True-Og,indica,4.4,"Relaxed,Euphoric,Happy,Sleepy,Creative"
2198,True-X,indica,3.0,"Uplifted,Focused,Sleepy,Relaxed,Tingly"
2199,Truffle-Butter,indica,4.5,"Aroused,Sleepy,Euphoric,Giggly,Happy"
2200,Truth-Serum,hybrid,4.3,"Talkative,Energetic,Happy,Sleepy,Uplifted"
2201,Tuna-Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
2202,Tuna-Og,hybrid,2.0,None
2203,Turbo-Mind-Warp,hybrid,4.5,"Happy,Hungry,Uplifted,Euphoric,Focused"
2204,Tutankhamon,sativa,4.6,"Happy,Focused,Uplifted,Energetic,Euphoric"
2205,Tutti-Frutti,hybrid,4.2,"Happy,Euphoric,Uplifted,Energetic,Relaxed"
2206,Twista,sativa,4.2,"Creative,Energetic,Happy,Talkative,Focused"
2207,Twisted-Citrus,sativa,4.5,"Energetic,Uplifted,Relaxed,Creative,Happy"
2208,Tyson,indica,4.8,"Relaxed,Sleepy,Uplifted,Hungry,Happy"
2209,U2-Kush,indica,4.1,"Relaxed,Happy,Uplifted,Hungry,Giggly"
2210,Uk-Cheese,hybrid,4.2,"Happy,Relaxed,Uplifted,Euphoric,Energetic"
2211,Uw,indica,4.3,"Relaxed,Sleepy,Hungry,Happy,Uplifted"
2212,Ultimate-Trainwreck,sativa,4.4,"Euphoric,Energetic,Aroused,Focused,Happy"
2213,Ultra-Banana,indica,5.0,"Sleepy,Tingly,Giggly,Hungry,Relaxed"
2214,Ultra-Sonja,hybrid,4.6,"Relaxed,Giggly,Euphoric,Focused,Tingly"
2215,Ultra-Sour,sativa,4.8,"Uplifted,Creative,Energetic,Euphoric,Focused"
2216,Ultraviolet-Og,indica,4.7,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
2217,Urkle-Train-Haze,hybrid,4.9,"Happy,Euphoric,Uplifted,Talkative,Relaxed"
2218,Vcdc,hybrid,4.5,"Relaxed,Happy,Euphoric,Focused,Uplifted"
2219,Az-Super-Sour-Og,hybrid,4.9,"Uplifted,Happy,Giggly,Energetic,Relaxed"
2220,Vader-Og,indica,4.5,"Sleepy,Relaxed,Happy,Euphoric,Hungry"
2221,Valentine-X,hybrid,4.4,"Relaxed,Creative,Tingly,Euphoric,Focused"
2222,Valley-Ghash,hybrid,4.4,"Euphoric,Relaxed,Sleepy,Hungry,Happy"
2223,Valley-Girl,hybrid,4.7,"Happy,Relaxed,Euphoric,Energetic,Uplifted"
2224,Vanilla-Kush,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
2225,Vanilluna,hybrid,4.8,"Sleepy,Happy,Relaxed"
2226,Velvet-Bud,sativa,3.9,"Uplifted,Energetic,Euphoric,Talkative,Aroused"
2227,Velvet-Purps,hybrid,5.0,"Happy,Relaxed,Euphoric,Sleepy,Tingly"
2228,Venice-Og,sativa,4.3,"Uplifted,Happy,Energetic,Creative,Focused"
2229,Venom-Og,hybrid,4.4,"Relaxed,Euphoric,Sleepy,Happy,Uplifted"
2230,Venus-Og,hybrid,4.8,"Focused,Tingly,Happy,Uplifted,Creative"
2231,Verde-Electric,hybrid,4.2,"Happy,Euphoric,Creative,Relaxed,Hungry"
2232,Versace,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
2233,Very-Berry-Haze,sativa,4.0,"Happy,Uplifted,Euphoric,Hungry,Relaxed"
2234,Vietnamese-Bubba,hybrid,5.0,"Euphoric,Hungry,Relaxed,Uplifted,Happy"
2235,Violator-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
2236,Violet-Delight,hybrid,4.4,"Happy,Relaxed,Uplifted,Focused,Sleepy"
2237,Violeta,hybrid,0.0,None
2238,Viper,sativa,4.5,"Energetic,Talkative,Happy,Giggly,Uplifted"
2239,Voodoo,sativa,4.2,"Happy,Relaxed,Uplifted,Euphoric,Tingly"
2240,Vortex,sativa,4.3,"Uplifted,Happy,Euphoric,Talkative,Energetic"
2241,Wmd,indica,4.9,"Relaxed,Happy,Euphoric,Tingly,Hungry"
2242,Wsu,indica,4.4,"Relaxed,Euphoric,Hungry,Happy,Talkative"
2243,Wtf,hybrid,5.0,"Happy,Energetic,Focused,Relaxed,Creative"
2244,Waipi-O-Hapa,sativa,4.4,"Energetic,Focused,Uplifted,Creative,Relaxed"
2245,Waldo,hybrid,4.0,"Creative,Tingly,Euphoric,Hungry,Uplifted"
2246,Walker-Kush,hybrid,4.8,"Relaxed,Uplifted,Happy,Focused,Euphoric"
2247,Wally-Og,hybrid,4.8,"Relaxed,Happy,Sleepy,Creative,Focused"
2248,Walrus-Kush,hybrid,4.3,"Happy,Giggly,Uplifted,Creative,Hungry"
2249,Walter-White,hybrid,4.7,"Happy,Relaxed,Energetic,Uplifted,Euphoric"
2250,Wappa,hybrid,4.3,"Happy,Giggly,Relaxed,Hungry,Uplifted"
2251,Warlock,hybrid,3.9,"Relaxed,Hungry,Happy,Euphoric,Uplifted"
2252,Washing-Machine,indica,5.0,"Creative,Relaxed,Sleepy,Talkative,Tingly"
2253,Watermelon,indica,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric"
2254,Webster,sativa,4.5,"Relaxed,Uplifted,Happy,Sleepy,Talkative"
2255,Wedding-Cake,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused"
2256,Wellness-Og,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative"
2257,Wembley,indica,4.0,None
2258,West-Coast-Dawg,indica,4.8,"Relaxed,Happy,Euphoric,Uplifted,Creative"
2259,West-Og,indica,3.6,"Relaxed,Happy,Creative,Hungry,Sleepy"
2260,Wet-Dream,sativa,4.4,"Uplifted,Energetic,Happy,Euphoric,Creative"
2261,Whitaker-Blues,indica,4.2,"Relaxed,Sleepy,Happy,Uplifted,Euphoric"
2262,White-99,hybrid,4.5,"Energetic,Uplifted,Euphoric,Happy,Relaxed"
2263,White-Bastard,indica,4.4,"Relaxed,Euphoric,Sleepy,Focused,Happy"
2264,White-Berry,indica,4.1,"Relaxed,Happy,Uplifted,Sleepy,Euphoric"
2265,White-Bubblegum,indica,5.0,"Giggly,Aroused,Sleepy,Talkative,Tingly"
2266,White-Buffalo,sativa,4.5,"Happy,Uplifted,Euphoric,Energetic,Relaxed"
2267,White-Caramel-Cookies,indica,5.0,"Euphoric,Relaxed,Aroused,Sleepy,Talkative"
2268,White-Cheese,hybrid,4.2,"Relaxed,Creative,Talkative,Happy,Euphoric"
2269,White-Chocolate,hybrid,3.0,None
2270,White-Cookies,hybrid,4.3,"Relaxed,Happy,Euphoric,Focused,Uplifted"
2271,White-Dawg,hybrid,4.2,"Relaxed,Uplifted,Happy,Giggly,Hungry"
2272,White-Diesel,hybrid,4.2,"Relaxed,Euphoric,Uplifted,Creative,Happy"
2273,White-Dragon,indica,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted"
2274,White-Dream,hybrid,4.6,"Relaxed,Energetic,Uplifted,Happy,Euphoric"
2275,White-Durban,sativa,4.6,"Energetic,Aroused,Tingly,Uplifted,Talkative"
2276,White-Elephant,hybrid,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy"
2277,White-Empress,indica,4.4,"Energetic,Euphoric,Happy,Relaxed,Sleepy"
2278,White-Fire-43,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Hungry"
2279,White-Fire-Alien-Og,hybrid,4.4,"Relaxed,Uplifted,Happy,Tingly,Euphoric"
2280,White-Fire-Og,hybrid,4.5,"Happy,Uplifted,Relaxed,Energetic,Euphoric"
2281,White-Girl,hybrid,4.5,"Talkative,Uplifted,Hungry,Relaxed,Euphoric"
2282,White-Gold,hybrid,4.7,"Relaxed,Happy,Euphoric,Talkative,Uplifted"
2283,White-Gorilla,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry"
2284,White-Haze,sativa,4.0,"Creative,Energetic,Happy,Uplifted,Euphoric"
2285,White-Knight,hybrid,4.6,"Creative,Relaxed,Happy,Sleepy,Energetic"
2286,White-Kryptonite,indica,4.5,"Relaxed,Happy,Euphoric,Uplifted,Giggly"
2287,White-Kush,indica,4.5,"Relaxed,Sleepy,Euphoric,Talkative,Happy"
2288,White-Lsd,sativa,5.0,"Talkative,Uplifted,Creative,Energetic,Euphoric"
2289,White-Lavender,hybrid,4.2,"Happy,Giggly,Relaxed,Energetic,Uplifted"
2290,White-Lightning,hybrid,4.4,"Happy,Giggly,Uplifted,Euphoric,Relaxed"
2291,White-Lotus,hybrid,4.2,"Relaxed,Euphoric,Focused,Happy,Sleepy"
2292,White-Nightmare,sativa,4.7,"Uplifted,Euphoric,Happy,Focused,Sleepy"
2293,White-Og,indica,4.5,"Relaxed,Focused,Euphoric,Sleepy,Happy"
2294,White-Queen,hybrid,4.6,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
2295,White-Rhino,indica,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
2296,White-Romulan,hybrid,4.3,"Relaxed,Euphoric,Happy,Uplifted,Creative"
2297,White-Russian,hybrid,4.3,"Relaxed,Happy,Euphoric,Talkative,Focused"
2298,White-Ryder,hybrid,0.0,None
2299,White-Sangria,hybrid,4.7,"Relaxed,Euphoric,Happy,Uplifted,Hungry"
2300,White-Siberian,hybrid,4.5,"Uplifted,Focused,Energetic,Creative,Happy"
2301,White-Skunk,hybrid,4.4,"Relaxed,Happy,Tingly,Euphoric,Uplifted"
2302,White-Slipper,hybrid,4.7,"Uplifted,Happy,Talkative,Relaxed,Creative"
2303,White-Smurf,hybrid,4.4,"Talkative,Uplifted,Focused,Giggly,Happy"
2304,White-Strawberry,hybrid,3.0,Happy
2305,White-Tahoe-Cookies,indica,4.7,"Aroused,Sleepy,Uplifted,Creative,Euphoric"
2306,White-Tygh-Dream,indica,5.0,"Sleepy,Relaxed,Happy,Focused,Uplifted"
2307,White-Urkle,hybrid,4.6,"Relaxed,Happy,Tingly,Euphoric,Uplifted"
2308,White-Walker-Kush,hybrid,4.2,"Happy,Energetic,Uplifted,Euphoric,Creative"
2309,White-Walrus,hybrid,2.5,"Talkative,Uplifted,Creative,Energetic,Euphoric"
2310,White-Widow,hybrid,4.3,"Happy,Relaxed,Euphoric,Uplifted,Energetic"
2311,White-Zombie,hybrid,4.0,"Happy,Creative,Relaxed,Euphoric,Uplifted"
2312,Whiteout,hybrid,4.6,"Happy,Focused,Euphoric,Uplifted,Creative"
2313,Whitewalker-Og,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Uplifted"
2314,Wild-Thailand,sativa,3.8,"Euphoric,Happy,Hungry,Talkative,Energetic"
2315,Willie-Nelson,sativa,4.3,"Uplifted,Happy,Focused,Creative,Energetic"
2316,Willy-Wonka,sativa,4.5,"Euphoric,Relaxed,Focused,Hungry,Talkative"
2317,Willys-Wonder,indica,4.2,"Relaxed,Happy,Sleepy,Uplifted,Tingly"
2318,Wonder-Haze,hybrid,4.2,"Happy,Euphoric,Creative,Energetic,Focused"
2319,Wonder-Kid,indica,4.7,"Euphoric,Happy,Relaxed,Tingly,Uplifted"
2320,Wonder-Woman,hybrid,4.4,"Happy,Euphoric,Relaxed,Uplifted,Creative"
2321,Wonderwoman-Og,indica,4.0,"Relaxed,Tingly,Euphoric,Aroused,Happy"
2322,Wonka-S-Bubbilicious,hybrid,4.8,"Creative,Hungry,Happy,Euphoric,Focused"
2323,Woody-Kush,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Hungry"
2324,Wookie,hybrid,5.0,"Talkative,Euphoric,Relaxed"
2325,Wookies,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Focused"
2326,Wreckage,hybrid,4.5,"Uplifted,Relaxed,Focused,Energetic,Talkative"
2327,X-File,hybrid,4.5,"Tingly,Euphoric,Relaxed"
2328,X-Files,hybrid,4.6,"Relaxed,Euphoric,Uplifted,Happy,Aroused"
2329,X-Wing,indica,4.3,"Relaxed,Sleepy,Focused,Creative,Happy"
2330,X-Tra-Chz,hybrid,4.0,"Sleepy,Uplifted,Euphoric,Happy,Hungry"
2331,Xj-13,hybrid,4.3,"Happy,Euphoric,Relaxed,Uplifted,Creative"
2332,Xxx-420,indica,4.3,"Relaxed,Focused,Tingly,Talkative,Happy"
2333,Xxx-Og,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Uplifted"
2334,Xanadu,sativa,4.8,"Focused,Happy,Energetic,Talkative,Uplifted"
2335,Y-Griega,sativa,4.8,"Happy,Energetic,Uplifted,Focused,Euphoric"
2336,Yeti-Og,indica,4.6,"Relaxed,Euphoric,Sleepy,Happy,Hungry"
2337,Yoda-Og,indica,4.5,"Relaxed,Uplifted,Sleepy,Happy,Euphoric"
2338,Yodas-Brain,indica,4.8,"Sleepy,Happy,Aroused,Relaxed,Hungry"
2339,Yogi-Diesel,hybrid,4.5,"Uplifted,Euphoric,Tingly,Creative,Happy"
2340,Yumboldt,indica,4.2,"Relaxed,Happy,Sleepy,Euphoric,Hungry"
2341,Yummy,hybrid,4.2,"Uplifted,Relaxed,Happy,Energetic,Euphoric"
2342,Zamaldelica,sativa,5.0,"Tingly,Uplifted,Energetic"
2343,Zellys-Gift,sativa,5.0,"Happy,Uplifted,Energetic,Relaxed,Euphoric"
2344,Zen,hybrid,4.3,"Happy,Energetic,Uplifted,Euphoric,Focused"
2345,Zeta-Sage,sativa,4.5,"Happy,Relaxed,Uplifted,Euphoric,Focused"
2346,Zeus-Og,hybrid,4.7,"Happy,Uplifted,Relaxed,Euphoric,Energetic"
2347,Zkittlez,indica,4.6,"Relaxed,Happy,Euphoric,Uplifted,Sleepy"
2348,Zombie-Kush,indica,5.0,"Relaxed,Sleepy,Talkative,Euphoric,Happy"
2349,Zombie-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry"
2350,Zoom-Pie,indica,4.6,"Hungry,Relaxed,Uplifted,Happy,Sleepy"
